numThreads,speedup
1,1.0
2,1.5941313853260608
3,2.1868125852579987
4,2.9301540216002846
5,3.77111820325623
6,4.4334983850944685
7,5.154070879703722
8,6.107568987660541
9,6.462688285730494
10,7.059872495574327
11,7.385430875757635
12,7.973840032271978
13,8.866607813369061
14,9.268915184753995
15,9.464466366565038
16,10.133479249585184
