numThreads,speedup
1,1.0
2,1.5432673372276058
3,2.1287273235525435
4,2.8463441861457746
5,3.580612064320266
6,4.013075087396737
7,4.593219256941857
8,5.314890732375566
9,5.705702222218451
10,6.269698261358582
11,6.281285608434851
12,6.397248750479573
13,7.10180548715039
14,7.44327398750222
15,8.05256859536068
16,8.036069500563155
