numThreads,speedup
1,1.0
2,1.510205537329341
3,1.95141905172303
4,2.728568824078806
5,3.290519995902175
6,3.8991296437732
7,4.45367706396907
8,4.7037748181072905
9,5.248682520722862
10,5.553208925653504
11,6.104222592981459
12,6.30152149712501
13,6.189221419039543
14,6.45596643505488
15,6.706528383325459
16,7.258391932934949
