numThreads,time
1,4418094570.2
2,2862818685.8
3,2075462893.4
4,1552199692.4
5,1233893672.6
6,1100924970.0
7,961873214.2
8,831267243.8
9,774329679.0
10,704674194.2
11,703374252.6
12,690624164.0
13,622108642.4
14,593568714.2
15,548656558.2
16,549783021.4
