numThreads,time
1,84104260119.6
2,52154428021.6
3,39533469744.4
4,28666037317.4
5,22487597920.6
6,18950537302.6
7,16841188025.4
8,14145191479.6
9,12885260872.8
10,11993780344.6
11,11679330453.8
12,10303044013.4
13,9330121928.0
14,9534905292.6
15,9360296220.4
16,8582809749.8
