numThreads,time
1,19359845724.8
2,12664918499.4
3,9393713982.6
4,6982206127.8
5,5554992705.4
6,4373812618.2
7,4092361623.0
8,3701996469.4
9,3142944839.2
10,2821465446.8
11,2634271000.2
12,2601350513.8
13,2371909496.0
14,2306135552.4
15,2168265482.2
16,2292671534.0
