numThreads,speedup
1,1.0
2,1.6556898226255103
3,2.1587965976163823
4,2.730573896816623
5,3.7414525322844847
6,4.296305284745133
7,4.930847882673219
8,5.851975878800127
9,6.345574160381796
10,6.992463068508318
11,6.983109847645185
12,7.867558350309856
13,8.528371029822715
14,9.017725900176291
15,9.562366185959347
16,9.297656239589662
