numThreads,speedup
1,1.0
2,1.528619842734651
3,2.060936255953746
4,2.772740502134105
5,3.485125319063034
6,4.4263089013555765
7,4.730727024707025
8,5.229568932554314
9,6.159779033770069
10,6.861627792308145
11,7.349223266448348
12,7.442228804652522
13,8.162135088817065
14,8.394929649582899
15,8.928724772741761
16,8.444229990077593
