numThreads,time
1,2116333153.8
2,1401354386.2
3,1084509835.0
4,775620220.8
5,643160703.0
6,542770655.8
7,475187833.2
8,449922293.4
9,403212262.4
10,381100942.2
11,346699865.8
12,335844788.4
13,341938510.6
14,327810433.2
15,315563139.8
16,291570526.0
